"Beer_ID","Beer Name","Style","ABV","IBU","Ounces","Brew_ID","Brewery Name","City","State"
2692,"Get Together","American IPA",0.045,50,16,1,"NorthGate Brewing ","Minneapolis"," MN"
2691,"Maggie's Leap","Milk / Sweet Stout",0.049,26,16,1,"NorthGate Brewing ","Minneapolis"," MN"
2690,"Wall's End","English Brown Ale",0.048,19,16,1,"NorthGate Brewing ","Minneapolis"," MN"
2689,"Pumpion","Pumpkin Ale",0.06,38,16,1,"NorthGate Brewing ","Minneapolis"," MN"
2688,"Stronghold","American Porter",0.06,25,16,1,"NorthGate Brewing ","Minneapolis"," MN"
2687,"Parapet ESB","Extra Special / Strong Bitter (ESB)",0.056,47,16,1,"NorthGate Brewing ","Minneapolis"," MN"
2686,"Citra Ass Down","American Double / Imperial IPA",0.08,68,16,2,"Against the Grain Brewery","Louisville"," KY"
2685,"London Balling","English Barleywine",0.125,80,16,2,"Against the Grain Brewery","Louisville"," KY"
2684,"35 K","Milk / Sweet Stout",0.077,25,16,2,"Against the Grain Brewery","Louisville"," KY"
2683,"A Beer","American Pale Ale (APA)",0.042,42,16,2,"Against the Grain Brewery","Louisville"," KY"
2682,"Rules are Rules","German Pilsener",0.05,25,16,2,"Against the Grain Brewery","Louisville"," KY"
2681,"Flesh Gourd'n","Pumpkin Ale",0.066,21,16,2,"Against the Grain Brewery","Louisville"," KY"
2680,"Sho'nuff","Belgian Pale Ale",0.04,13,16,2,"Against the Grain Brewery","Louisville"," KY"
2679,"Bloody Show","American Pilsner",0.055,17,16,2,"Against the Grain Brewery","Louisville"," KY"
2678,"Rico Sauvin","American Double / Imperial IPA",0.076,68,16,2,"Against the Grain Brewery","Louisville"," KY"
2677,"Coq de la Marche","Saison / Farmhouse Ale",0.051,38,16,2,"Against the Grain Brewery","Louisville"," KY"
2676,"Kamen Knuddeln","American Wild Ale",0.065,NA,16,2,"Against the Grain Brewery","Louisville"," KY"
2675,"Pile of Face","American IPA",0.06,65,16,2,"Against the Grain Brewery","Louisville"," KY"
2674,"The Brown Note","English Brown Ale",0.05,20,16,2,"Against the Grain Brewery","Louisville"," KY"
2673,"House Lager","Keller Bier / Zwickel Bier",0.052,18,16,3,"Jack's Abby Craft Lagers","Framingham"," MA"
2672,"Leisure Time","American Pale Lager",0.048,15,12,3,"Jack's Abby Craft Lagers","Framingham"," MA"
2671,"Excess IPL","American India Pale Lager",0.072,80,16,3,"Jack's Abby Craft Lagers","Framingham"," MA"
2670,"Hoponius Union","American India Pale Lager",0.067,65,12,3,"Jack's Abby Craft Lagers","Framingham"," MA"
2669,"Calyptra","American India Pale Lager",0.049,45,12,3,"Jack's Abby Craft Lagers","Framingham"," MA"
2668,"Habitus (2014)","American Double / Imperial IPA",0.08,100,16,4,"Mike Hess Brewing Company","San Diego"," CA"
2667,"Solis","American IPA",0.075,85,16,4,"Mike Hess Brewing Company","San Diego"," CA"
2666,"Jucundus","Wheat Ale",0.06,24,16,4,"Mike Hess Brewing Company","San Diego"," CA"
2664,"Habitus","American Double / Imperial IPA",0.08,100,16,4,"Mike Hess Brewing Company","San Diego"," CA"
2663,"Grazias","Cream Ale",0.063,30,16,4,"Mike Hess Brewing Company","San Diego"," CA"
2662,"Claritas","Kölsch",0.058,28,16,4,"Mike Hess Brewing Company","San Diego"," CA"
2661,"Park","American Pale Wheat Ale",0.047,19,12,5,"Fort Point Beer Company","San Francisco"," CA"
2660,"Westfalia","American Amber / Red Ale",0.056,16,12,5,"Fort Point Beer Company","San Francisco"," CA"
2659,"KSA","Kölsch",0.046,17,12,5,"Fort Point Beer Company","San Francisco"," CA"
2658,"Villager","American IPA",0.063,42,12,5,"Fort Point Beer Company","San Francisco"," CA"
2657,"Blackbeard","American Double / Imperial Stout",0.093,NA,12,6,"COAST Brewing Company","Charleston"," SC"
2656,"Rye Knot","American Brown Ale",0.062,NA,12,6,"COAST Brewing Company","Charleston"," SC"
2655,"Dead Arm","American Pale Ale (APA)",0.06,NA,12,6,"COAST Brewing Company","Charleston"," SC"
2654,"32°/50° Kölsch ","Kölsch",0.048,NA,16,6,"COAST Brewing Company","Charleston"," SC"
2653,"HopArt","American IPA",0.077,NA,16,6,"COAST Brewing Company","Charleston"," SC"
2652,"Boy King","American Double / Imperial IPA",0.097,NA,16,6,"COAST Brewing Company","Charleston"," SC"
2650,"Denver Pale Ale (Artist Series No. 1)","American Pale Ale (APA)",0.05,NA,12,7,"Great Divide Brewing Company","Denver"," CO"
2649,"Hibernation Ale","Old Ale",0.087,NA,12,7,"Great Divide Brewing Company","Denver"," CO"
2648,"Whitewater","American Pale Wheat Ale",0.061,NA,12,7,"Great Divide Brewing Company","Denver"," CO"
2647,"Rumble","American IPA",0.071,NA,12,7,"Great Divide Brewing Company","Denver"," CO"
2646,"Orabelle","Tripel",0.083,NA,12,7,"Great Divide Brewing Company","Denver"," CO"
2645,"Lasso","American IPA",0.05,NA,12,7,"Great Divide Brewing Company","Denver"," CO"
2644,"Yeti  Imperial Stout","Russian Imperial Stout",0.095,75,12,7,"Great Divide Brewing Company","Denver"," CO"
2643,"Colette","Saison / Farmhouse Ale",0.073,NA,12,7,"Great Divide Brewing Company","Denver"," CO"
2642,"Titan IPA","American IPA",0.071,NA,12,7,"Great Divide Brewing Company","Denver"," CO"
2640,"Peck's Porter","American Porter",0.065,35,16,8,"Tapistry Brewing","Bridgman"," MI"
2448,"Reactor","American IPA",0.07,NA,16,8,"Tapistry Brewing","Bridgman"," MI"
2447,"Mr. Orange","Witbier",0.057,NA,16,8,"Tapistry Brewing","Bridgman"," MI"
2639,"Dark Star","American Stout",0.08,54,16,9,"Big Lake Brewing","Holland"," MI"
2469,"Ryecoe","American IPA",0.062,NA,16,9,"Big Lake Brewing","Holland"," MI"
2638,"G. B. Russo’s Italian Pistachio Pale Ale","American Pale Ale (APA)",0.052,NA,16,10,"The Mitten Brewing Company","Grand Rapids"," MI"
2637,"Belfort","Saison / Farmhouse Ale",0.067,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2636,"Star Runner","Belgian Pale Ale",0.06,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2598,"Tart Side of the Barrel","American Double / Imperial Stout",0.098,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2597,"Linnaeus Mango IPA","American IPA",0.06,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2548,"Beasts A'Burnin'","Rauchbier",0.07,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2542,"Verdun","Bière de Garde",0.077,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2541,"Barrel Aged Triomphe","Belgian IPA",0.065,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2504,"Cherry Doppelbock","Doppelbock",0.065,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2500,"Tropical Saison","Saison / Farmhouse Ale",0.065,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2499,"Beach Patrol","Witbier",0.065,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2498,"Nuit Serpent","Belgian IPA",0.05,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2481,"Paris","Saison / Farmhouse Ale",0.09,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2476,"The Grand Army","Belgian IPA",0.055,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2467,"Acidulated Trip","Saison / Farmhouse Ale",0.059,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2466,"Root Stock","Rye Beer",0.066,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2465,"Mind Games","Dunkelweizen",0.041,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2433,"Sous Chef","Belgian Strong Pale Ale",0.082,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2418,"Dubbelicious","Dubbel",0.065,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2416,"Psychopomp","Belgian Dark Ale",0.062,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2382,"Fat Paczki","Belgian Dark Ale",NA,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2381,"Earth-Like Planets","Belgian Pale Ale",NA,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2290,"Ski Patrol","Witbier",0.061,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2241,"Viking Ice Hole","Oatmeal Stout",0.063,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2240,"Rye Porter","American Porter",0.056,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2137,"Wizard Burial Ground","Quadrupel (Quad)",0.099,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2101,"Smoky Wheat","Rauchbier",0.051,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2092,"BRIPA","Belgian IPA",0.062,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2091,"Mela","Belgian Dark Ale",0.062,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2086,"W.I.P.A Snappa","Belgian IPA",0.053,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2023,"Pepper in the Rye","Rye Beer",0.063,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2006,"Moe Lasses'","American Stout",0.064,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1997,"Pumpkin Tart","Fruit / Vegetable Beer",0.07,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1977,"Undertaker","Belgian Dark Ale",0.067,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1976,"Undertaker (2014)","Belgian Dark Ale",0.067,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1974,"Coq D'Or","Belgian Pale Ale",0.05,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1973,"North French","Bière de Garde",0.06,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1959,"Agent a Deux","Belgian Dark Ale",0.065,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1958,"Belgian Wit","Witbier",0.045,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1949,"Pothole Stout","American Stout",0.063,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1947,"Tree Bucket","Belgian IPA",0.093,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1785,"Le Flaneur Ale","American Wild Ale",0.073,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1651,"Maize & Blueberry","Fruit / Vegetable Beer",0.056,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1443,"Trebuchet Double IPA","American Double / Imperial IPA",0.093,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1352,"Contemplation","Bière de Garde",0.065,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1267,"Black Rabbit","American Black Ale",0.05,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1266,"Zaison","Saison / Farmhouse Ale",0.09,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1178,"Vivant Tripel","Tripel",0.082,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1136,"Tart Side of the Moon","Belgian Dark Ale",0.098,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1044,"Big Red Coq","American Amber / Red Ale",0.06,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1033,"Hubris Quadrupel Anniversary Ale","Quadrupel (Quad)",0.099,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
1031,"Plow Horse Belgian Style Imperial Stout","American Double / Imperial Stout",0.095,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
909,"Escoffier Bretta Ale","American Wild Ale",0.092,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
873,"Contemplation (2012)","Bière de Garde",0.065,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
860,"Vivant Belgian Style Imperial Stout (2012)","Russian Imperial Stout",0.099,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
677,"Big Red Coq (2012)","American Amber / Red Ale",0.062,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
671,"Zaison (2012)","Saison / Farmhouse Ale",0.09,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
670,"Vivant Tripel (2012)","Tripel",0.092,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
669,"Trebuchet Double IPA (2012)","Belgian IPA",0.097,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
627,"Kludde","Belgian Strong Dark Ale",0.085,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
387,"Farm Hand","Saison / Farmhouse Ale",0.055,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
385,"Solitude","Belgian Pale Ale",0.06,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
384,"Triomphe","Belgian IPA",0.065,NA,16,11,"Brewery Vivant","Grand Rapids"," MI"
2635,"Sparkle","American Pale Lager",0.041,12,16,12,"Petoskey Brewing","Petoskey"," MI"
1404,"North 45 Amber Ale","American Amber / Red Ale",0.059,25,16,12,"Petoskey Brewing","Petoskey"," MI"
1403,"Horny Monk","Dubbel",0.069,20,16,12,"Petoskey Brewing","Petoskey"," MI"
1402,"Mind's Eye PA","American IPA",0.067,74,16,12,"Petoskey Brewing","Petoskey"," MI"
2634,"Nordskye ","American IPA",0.048,47,12,13,"Blackrocks Brewery","Marquette"," MI"
2153,"North Third Stout","Foreign / Export Stout",0.06,30,12,13,"Blackrocks Brewery","Marquette"," MI"
1953,"Honey Lav","American Pale Wheat Ale",0.052,NA,12,13,"Blackrocks Brewery","Marquette"," MI"
1496,"Coconut Brown Ale","American Brown Ale",0.068,NA,12,13,"Blackrocks Brewery","Marquette"," MI"
1481,"51K IPA","American IPA",0.07,51,12,13,"Blackrocks Brewery","Marquette"," MI"
1480,"Grand Rabbits","Cream Ale",0.055,NA,12,13,"Blackrocks Brewery","Marquette"," MI"
2633,"Hotbox Brown","American Brown Ale",0.055,10,12,14,"Perrin Brewing Company","Comstock Park"," MI"
2632,"Gold","American Blonde Ale",0.048,15,12,14,"Perrin Brewing Company","Comstock Park"," MI"
2631,"Black","American Black Ale",0.058,NA,12,14,"Perrin Brewing Company","Comstock Park"," MI"
2630,"98 Problems (Cuz A Hop Ain't One)","American IPA",0.065,65,12,14,"Perrin Brewing Company","Comstock Park"," MI"
2629,"Veteran’s Pale Ale (VPA)","American Pale Ale (APA)",0.05,40,12,14,"Perrin Brewing Company","Comstock Park"," MI"
2628,"Grapefruit IPA","American IPA",0.05,35,12,14,"Perrin Brewing Company","Comstock Park"," MI"
2627,"Train Hopper","American IPA",0.058,72,12,15,"Witch's Hat Brewing Company","South Lyon"," MI"
2626,"Edward’s Portly Brown","American Brown Ale",0.045,NA,12,15,"Witch's Hat Brewing Company","South Lyon"," MI"
2625,"Dirty Bastard","Scotch Ale / Wee Heavy",0.085,50,12,16,"Founders Brewing Company","Grand Rapids"," MI"
1565,"Centennial IPA","American IPA",0.072,65,12,16,"Founders Brewing Company","Grand Rapids"," MI"
1223,"All Day IPA","American IPA",0.047,42,12,16,"Founders Brewing Company","Grand Rapids"," MI"
2624,"Deflator","Doppelbock",0.065,NA,16,17,"Flat 12 Bierwerks","Indianapolis"," IN"
2284,"Hinchtown Hammer Down","American Blonde Ale",0.05,27,16,17,"Flat 12 Bierwerks","Indianapolis"," IN"
1610,"Half Cycle IPA","American IPA",0.06,104,16,17,"Flat 12 Bierwerks","Indianapolis"," IN"
2623,"Cafe Leche","American Porter",0.058,20,16,18,"Tin Man Brewing Company","Evansville"," IN"
2622,"Damascene Apricot Sour","Fruit / Vegetable Beer",0.052,12,16,18,"Tin Man Brewing Company","Evansville"," IN"
2621,"Csar","Russian Imperial Stout",0.12,90,16,18,"Tin Man Brewing Company","Evansville"," IN"
1817,"Klingon Warnog Roggen Dunkel","Roggenbier",0.055,NA,16,18,"Tin Man Brewing Company","Evansville"," IN"
1449,"Overlord Imperial IPA","American Double / Imperial IPA",0.085,115,16,18,"Tin Man Brewing Company","Evansville"," IN"
951,"Alloy","American IPA",0.058,36,16,18,"Tin Man Brewing Company","Evansville"," IN"
950,"Rivet Irish Red Ale","Irish Red Ale",0.051,22,16,18,"Tin Man Brewing Company","Evansville"," IN"
949,"3 Gear Robust Porter","American Porter",0.052,50,16,18,"Tin Man Brewing Company","Evansville"," IN"
948,"Circuit Bohemian Pilsner","Czech Pilsener",0.045,35,16,18,"Tin Man Brewing Company","Evansville"," IN"
2620,"Saucy Intruder","Rye Beer",0.072,75,16,19,"Black Acre Brewing Co.","Indianapolis"," IN"
2619,"Insert Hop Reference","American Pale Ale (APA)",0.058,NA,16,20,"Brew Link Brewing","Plainfield"," IN"
2618,"Thai.p.a","American IPA",0.07,46,16,21,"Bare Hands Brewery","Granger"," IN"
2617,"Citra Faced","American Pale Wheat Ale",0.055,64,16,22,"Three Pints Brewing","Martinsville"," IN"
2616,"Pole Barn Stout","Oatmeal Stout",0.055,31,16,22,"Three Pints Brewing","Martinsville"," IN"
2615,"Pale","American Pale Ale (APA)",0.054,37,16,22,"Three Pints Brewing","Martinsville"," IN"
2614,"Yoshi's Nectar","California Common / Steam Beer",0.053,27,16,22,"Three Pints Brewing","Martinsville"," IN"
2613,"Feel Like Maplin' Love","Oatmeal Stout",0.055,NA,16,23,"Four Fathers Brewing ","Valparaiso"," IN"
2612,"Father's Beer","Belgian Pale Ale",0.05,NA,16,23,"Four Fathers Brewing ","Valparaiso"," IN"
2611,"The 26th","American IPA",0.06,NA,16,23,"Four Fathers Brewing ","Valparaiso"," IN"
2610,"The Gadget","American IPA",0.064,90,16,23,"Four Fathers Brewing ","Valparaiso"," IN"
2609,"Tribute","American Pale Ale (APA)",0.058,58,12,24,"Indiana City Brewing","Indianapolis"," IN"
2608,"Wrath of Pele","American Brown Ale",0.065,NA,16,25,"Burn 'Em Brewing","Michigan City"," IN"
2607,"Black Beer'd","American Black Ale",0.068,NA,16,25,"Burn 'Em Brewing","Michigan City"," IN"
2606,"Mr. Tea","Fruit / Vegetable Beer",0.078,NA,24,25,"Burn 'Em Brewing","Michigan City"," IN"
2478,"Pale Alement","American Pale Ale (APA)",0.055,40,12,25,"Burn 'Em Brewing","Michigan City"," IN"
2471,"Hopkick Dropkick","American Double / Imperial IPA",0.099,115,12,25,"Burn 'Em Brewing","Michigan City"," IN"
2470,"Kreamed Corn","Cream Ale",0.06,NA,12,25,"Burn 'Em Brewing","Michigan City"," IN"
2464,"Coconoats","American Pale Wheat Ale",0.065,NA,16,25,"Burn 'Em Brewing","Michigan City"," IN"
2160,"Joey Wheat","American Pale Wheat Ale",0.068,16,16,25,"Burn 'Em Brewing","Michigan City"," IN"
2158,"3:33 Black IPA","American IPA",0.072,86,16,25,"Burn 'Em Brewing","Michigan City"," IN"
2072,"MCA","American IPA",0.068,NA,16,25,"Burn 'Em Brewing","Michigan City"," IN"
2054,"Pale Alement","American Pale Ale (APA)",0.055,40,16,25,"Burn 'Em Brewing","Michigan City"," IN"
2605,"Tip Off","Altbier",0.052,29,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2215,"Java Mac","Scottish Ale",0.054,NA,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2164,"Cowbell","American Porter",0.054,23,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2085,"Hop Up Offa That Brett (2014)","Belgian Pale Ale",0.058,20,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2084,"PV Muckle (2013)","Scotch Ale / Wee Heavy",0.083,23,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2083,"Bourbon Barrel Batch 666: Sympathy for the Devil","Belgian Dark Ale",0.099,36,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2082,"Whip Fight","Scotch Ale / Wee Heavy",0.09,30,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2081,"Port Barrel Wee Mac ","Scotch Ale / Wee Heavy",0.053,23,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2001,"Fistful Of Hops Red","American IPA",0.064,75,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2000,"Fistful of Hops Orange","American IPA",0.063,75,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1999,"Fistful Of Hops Blue","American IPA",0.064,75,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1996,"Fistful of Hops Green","American IPA",0.064,75,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1948,"30 Min Coma","Belgian IPA",NA,NA,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1656,"Wee Muckle","Scotch Ale / Wee Heavy",0.09,30,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1599,"Royal Brat","Extra Special / Strong Bitter (ESB)",0.065,55,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1420,"Grapefruit Jungle (GFJ)","American IPA",0.075,77,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1389,"Osiris Pale Ale","American Pale Ale (APA)",0.056,50,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1367,"Bourbon Barrel Aged Timmie","Russian Imperial Stout",0.099,75,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1366,"Stupid Sexy Flanders","Flanders Oud Bruin",0.063,23,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1347,"Bourbon Barrel Cowbell","American Porter",NA,NA,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1314,"Popcorn Pilsner","German Pilsener",0.054,NA,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1128,"Ring of Dingle","Irish Dry Stout",0.071,27,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1127,"Bourbon Barrel Wee Mac","Scottish Ale",0.054,23,16,26,"Sun King Brewing Company","Indianapolis"," IN"
1049,"Bourbon Barrel Johan","English Barleywine",0.099,60,16,26,"Sun King Brewing Company","Indianapolis"," IN"
934,"The Deuce","American Brown Ale",0.07,NA,16,26,"Sun King Brewing Company","Indianapolis"," IN"
923,"The Velvet Fog","Quadrupel (Quad)",0.09,24,16,26,"Sun King Brewing Company","Indianapolis"," IN"
874,"Sun King Oktoberfest","Märzen / Oktoberfest",0.055,23,16,26,"Sun King Brewing Company","Indianapolis"," IN"
739,"Indianapolis Indians Lager","Dortmunder / Export Lager",0.052,24,16,26,"Sun King Brewing Company","Indianapolis"," IN"
698,"Indians Victory Lager (2012)","Dortmunder / Export Lager",0.052,24,16,26,"Sun King Brewing Company","Indianapolis"," IN"
660,"Chaka","Belgian Strong Pale Ale",0.08,NA,16,26,"Sun King Brewing Company","Indianapolis"," IN"
651,"Isis","American Double / Imperial IPA",0.091,91,16,26,"Sun King Brewing Company","Indianapolis"," IN"
584,"Wee Muckle (2011)","Scotch Ale / Wee Heavy",0.09,30,16,26,"Sun King Brewing Company","Indianapolis"," IN"
532,"Grapefruit Jungle (GFJ) (2011)","American IPA",0.075,77,16,26,"Sun King Brewing Company","Indianapolis"," IN"
526,"Sun King Oktoberfest (2011)","Märzen / Oktoberfest",0.055,23,16,26,"Sun King Brewing Company","Indianapolis"," IN"
394,"Johan the Barleywine","English Barleywine",0.099,60,16,26,"Sun King Brewing Company","Indianapolis"," IN"
213,"Wee Mac Scottish-Style Ale","Scottish Ale",0.054,23,16,26,"Sun King Brewing Company","Indianapolis"," IN"
55,"Sunlight Cream Ale","Cream Ale",0.053,20,16,26,"Sun King Brewing Company","Indianapolis"," IN"
54,"Osiris Pale Ale (2010)","American Pale Ale (APA)",0.056,50,16,26,"Sun King Brewing Company","Indianapolis"," IN"
2604,"Blonde Czich","American Blonde Ale",0.049,23,16,27,"Evil Czech Brewery","Mishawaka"," IN"
2432,"White Reaper","Belgian IPA",0.07,61,16,27,"Evil Czech Brewery","Mishawaka"," IN"
2431,"Bobblehead","American Pale Wheat Ale",0.051,NA,16,27,"Evil Czech Brewery","Mishawaka"," IN"
2430,"Lucky Dog","American Pale Ale (APA)",0.052,NA,16,27,"Evil Czech Brewery","Mishawaka"," IN"
2429,"Voodoo","American Porter",0.048,NA,16,27,"Evil Czech Brewery","Mishawaka"," IN"
1967,"General George Patton Pilsner","Czech Pilsener",0.054,48,16,27,"Evil Czech Brewery","Mishawaka"," IN"
2603,"Galaxyfest","American IPA",0.065,NA,16,28,"450 North Brewing Company","Columbus"," IN"
2602,"Citrafest","American IPA",0.05,45,16,28,"450 North Brewing Company","Columbus"," IN"
2220,"Barn Yeti","Belgian Strong Dark Ale",0.09,NA,16,28,"450 North Brewing Company","Columbus"," IN"
2219,"Scarecrow","American IPA",0.069,65,16,28,"450 North Brewing Company","Columbus"," IN"
2218,"Ironman","English Strong Ale",0.09,50,16,28,"450 North Brewing Company","Columbus"," IN"
2217,"Honey Kolsch","Kölsch",0.046,15,16,28,"450 North Brewing Company","Columbus"," IN"
2216,"Copperhead Amber","Belgian Dark Ale",0.052,18,16,28,"450 North Brewing Company","Columbus"," IN"
2601,"Deduction","Dubbel",0.08,22,12,29,"Taxman Brewing Company","Bargersville"," IN"
2600,"Gone A-Rye","American Double / Imperial IPA",0.085,90,16,30,"Cedar Creek Brewery","Seven Points"," TX"
2210,"Special Release","",NA,NA,16,30,"Cedar Creek Brewery","Seven Points"," TX"
2052,"Dankosaurus","American IPA",0.068,70,16,30,"Cedar Creek Brewery","Seven Points"," TX"
1584,"Scruffy's Smoked Alt","Smoked Beer",0.051,35,16,30,"Cedar Creek Brewery","Seven Points"," TX"
1182,"Elliott's Phoned Home Pale Ale","American Pale Ale (APA)",0.051,36,16,30,"Cedar Creek Brewery","Seven Points"," TX"
1050,"The Lawn Ranger","Cream Ale",0.05,18,16,30,"Cedar Creek Brewery","Seven Points"," TX"
2599,"Sex Panther","American Porter",0.069,20,12,31,"SanTan Brewing Company","Chandler"," AZ"
2073,"Winter Warmer (Vault Series)","Winter Warmer",0.095,25,16,31,"SanTan Brewing Company","Chandler"," AZ"
2063,"Count Hopula (Vault Series)","American Double / Imperial IPA",0.091,99,16,31,"SanTan Brewing Company","Chandler"," AZ"
1995,"Oktoberfest","Märzen / Oktoberfest",0.055,NA,12,31,"SanTan Brewing Company","Chandler"," AZ"
1934,"SunSpot Golden Ale","American Blonde Ale",0.05,15,12,31,"SanTan Brewing Company","Chandler"," AZ"
1329,"I.W.A. (2011)","American Pale Wheat Ale",0.06,NA,12,31,"SanTan Brewing Company","Chandler"," AZ"
1299,"Supermonk I.P.A.","Belgian IPA",0.065,NA,12,31,"SanTan Brewing Company","Chandler"," AZ"
1073,"Epicenter Amber Ale","American Amber / Red Ale",0.055,20,12,31,"SanTan Brewing Company","Chandler"," AZ"
1072,"SanTan HefeWeizen","Hefeweizen",0.05,15,12,31,"SanTan Brewing Company","Chandler"," AZ"
1071,"Hop Shock IPA","American IPA",0.07,85,12,31,"SanTan Brewing Company","Chandler"," AZ"
852,"Sex Panther (2014)","American Porter",0.069,20,12,31,"SanTan Brewing Company","Chandler"," AZ"
850,"Devil’s Ale","American Pale Ale (APA)",0.055,45,12,31,"SanTan Brewing Company","Chandler"," AZ"
839,"Rail Slide Imperial Spiced Ale","Herbed / Spiced Beer",0.081,NA,12,31,"SanTan Brewing Company","Chandler"," AZ"
777,"Mr. Pineapple","Fruit / Vegetable Beer",0.05,20,12,31,"SanTan Brewing Company","Chandler"," AZ"
764,"American Idiot Ale (2012)","American Pale Ale (APA)",0.055,45,12,31,"SanTan Brewing Company","Chandler"," AZ"
317,"Hop Shock IPA (2010)","American IPA",0.07,85,12,31,"SanTan Brewing Company","Chandler"," AZ"
286,"SanTan HefeWeizen (2010)","Hefeweizen",0.05,15,12,31,"SanTan Brewing Company","Chandler"," AZ"
285,"Devil’s Ale (2010)","American Pale Ale (APA)",0.055,45,12,31,"SanTan Brewing Company","Chandler"," AZ"
