"Brewery_id","Brew_name","Beer_ID","Beer_name","ABV","IBU","Style","Ounces","City","State"
26,"Sun King Brewing Company",2085,"Hop Up Offa That Brett (2014)",0.058,20,"Belgian Pale Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2084,"PV Muckle (2013)",0.083,23,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2083,"Bourbon Barrel Batch 666: Sympathy for the Devil",0.099,36,"Belgian Dark Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2082,"Whip Fight",0.09,30,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2081,"Port Barrel Wee Mac ",0.053,23,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2001,"Fistful Of Hops Red",0.064,75,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2000,"Fistful of Hops Orange",0.063,75,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1999,"Fistful Of Hops Blue",0.064,75,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1996,"Fistful of Hops Green",0.064,75,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1656,"Wee Muckle",0.09,30,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1599,"Royal Brat",0.065,55,"Extra Special / Strong Bitter (ESB)",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1420,"Grapefruit Jungle (GFJ)",0.075,77,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1389,"Osiris Pale Ale",0.056,50,"American Pale Ale (APA)",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1367,"Bourbon Barrel Aged Timmie",0.099,75,"Russian Imperial Stout",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1366,"Stupid Sexy Flanders",0.063,23,"Flanders Oud Bruin",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1128,"Ring of Dingle",0.071,27,"Irish Dry Stout",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1127,"Bourbon Barrel Wee Mac",0.054,23,"Scottish Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1049,"Bourbon Barrel Johan",0.099,60,"English Barleywine",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",923,"The Velvet Fog",0.09,24,"Quadrupel (Quad)",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",874,"Sun King Oktoberfest",0.055,23,"Märzen / Oktoberfest",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",739,"Indianapolis Indians Lager",0.052,24,"Dortmunder / Export Lager",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",698,"Indians Victory Lager (2012)",0.052,24,"Dortmunder / Export Lager",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",651,"Isis",0.091,91,"American Double / Imperial IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",584,"Wee Muckle (2011)",0.09,30,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",532,"Grapefruit Jungle (GFJ) (2011)",0.075,77,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",526,"Sun King Oktoberfest (2011)",0.055,23,"Märzen / Oktoberfest",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",394,"Johan the Barleywine",0.099,60,"English Barleywine",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",213,"Wee Mac Scottish-Style Ale",0.054,23,"Scottish Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",55,"Sunlight Cream Ale",0.053,20,"Cream Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",54,"Osiris Pale Ale (2010)",0.056,50,"American Pale Ale (APA)",16,"Indianapolis"," IN"
27,"Evil Czech Brewery",2604,"Blonde Czich",0.049,23,"American Blonde Ale",16,"Mishawaka"," IN"
27,"Evil Czech Brewery",2432,"White Reaper",0.07,61,"Belgian IPA",16,"Mishawaka"," IN"
27,"Evil Czech Brewery",1967,"General George Patton Pilsner",0.054,48,"Czech Pilsener",16,"Mishawaka"," IN"
28,"450 North Brewing Company",2602,"Citrafest",0.05,45,"American IPA",16,"Columbus"," IN"
28,"450 North Brewing Company",2219,"Scarecrow",0.069,65,"American IPA",16,"Columbus"," IN"
28,"450 North Brewing Company",2218,"Ironman",0.09,50,"English Strong Ale",16,"Columbus"," IN"
28,"450 North Brewing Company",2217,"Honey Kolsch",0.046,15,"Kölsch",16,"Columbus"," IN"
28,"450 North Brewing Company",2216,"Copperhead Amber",0.052,18,"Belgian Dark Ale",16,"Columbus"," IN"
29,"Taxman Brewing Company",2601,"Deduction",0.08,22,"Dubbel",12,"Bargersville"," IN"
30,"Cedar Creek Brewery",2600,"Gone A-Rye",0.085,90,"American Double / Imperial IPA",16,"Seven Points"," TX"
30,"Cedar Creek Brewery",2052,"Dankosaurus",0.068,70,"American IPA",16,"Seven Points"," TX"
30,"Cedar Creek Brewery",1584,"Scruffy's Smoked Alt",0.051,35,"Smoked Beer",16,"Seven Points"," TX"
30,"Cedar Creek Brewery",1182,"Elliott's Phoned Home Pale Ale",0.051,36,"American Pale Ale (APA)",16,"Seven Points"," TX"
30,"Cedar Creek Brewery",1050,"The Lawn Ranger",0.05,18,"Cream Ale",16,"Seven Points"," TX"
31,"SanTan Brewing Company",2599,"Sex Panther",0.069,20,"American Porter",12,"Chandler"," AZ"
31,"SanTan Brewing Company",2073,"Winter Warmer (Vault Series)",0.095,25,"Winter Warmer",16,"Chandler"," AZ"
31,"SanTan Brewing Company",2063,"Count Hopula (Vault Series)",0.091,99,"American Double / Imperial IPA",16,"Chandler"," AZ"
31,"SanTan Brewing Company",1934,"SunSpot Golden Ale",0.05,15,"American Blonde Ale",12,"Chandler"," AZ"
31,"SanTan Brewing Company",1073,"Epicenter Amber Ale",0.055,20,"American Amber / Red Ale",12,"Chandler"," AZ"
31,"SanTan Brewing Company",1072,"SanTan HefeWeizen",0.05,15,"Hefeweizen",12,"Chandler"," AZ"
31,"SanTan Brewing Company",1071,"Hop Shock IPA",0.07,85,"American IPA",12,"Chandler"," AZ"
31,"SanTan Brewing Company",852,"Sex Panther (2014)",0.069,20,"American Porter",12,"Chandler"," AZ"
31,"SanTan Brewing Company",850,"Devil’s Ale",0.055,45,"American Pale Ale (APA)",12,"Chandler"," AZ"
31,"SanTan Brewing Company",777,"Mr. Pineapple",0.05,20,"Fruit / Vegetable Beer",12,"Chandler"," AZ"
31,"SanTan Brewing Company",764,"American Idiot Ale (2012)",0.055,45,"American Pale Ale (APA)",12,"Chandler"," AZ"
31,"SanTan Brewing Company",317,"Hop Shock IPA (2010)",0.07,85,"American IPA",12,"Chandler"," AZ"
31,"SanTan Brewing Company",286,"SanTan HefeWeizen (2010)",0.05,15,"Hefeweizen",12,"Chandler"," AZ"
31,"SanTan Brewing Company",285,"Devil’s Ale (2010)",0.055,45,"American Pale Ale (APA)",12,"Chandler"," AZ"
31,"SanTan Brewing Company",124,"Epicenter Amber Ale (2010)",0.055,20,"American Amber / Red Ale",12,"Chandler"," AZ"
32,"Boulevard Brewing Company",2596,"Heavy Lifting",0.062,80,"American IPA",12,"Kansas City"," MO"
34,"The Dudes' Brewing Company",2594,"Surfrider",0.052,35,"American Pale Ale (APA)",16,"Torrance"," CA"
34,"The Dudes' Brewing Company",1562,"Grandma's Pecan",0.069,34,"English Brown Ale",16,"Torrance"," CA"
34,"The Dudes' Brewing Company",1561,"Double Trunk",0.099,101,"American Double / Imperial IPA",16,"Torrance"," CA"
35,"Ballast Point Brewing Company",2105,"Even Keel",0.038,40,"American IPA",12,"San Diego"," CA"
35,"Ballast Point Brewing Company",1401,"Ballast Point Pale Ale",0.052,23,"Kölsch",12,"San Diego"," CA"
35,"Ballast Point Brewing Company",1400,"Big Eye India Pale Ale",0.07,75,"American IPA",12,"San Diego"," CA"
35,"Ballast Point Brewing Company",1018,"Sculpin IPA",0.07,70,"American IPA",12,"San Diego"," CA"
37,"Figueroa Mountain Brewing Company",2590,"Czech Yo Self",0.055,45,"Czech Pilsener",12,"Buellton"," CA"
37,"Figueroa Mountain Brewing Company",1968,"FMB 101",0.048,20,"Kölsch",12,"Buellton"," CA"
38,"Avery Brewing Company",146,"Avery Joe’s Premium American Pilsner",0.047,42,"German Pilsener",12,"Boulder"," CO"
38,"Avery Brewing Company",108,"White Rascal",0.056,10,"Witbier",12,"Boulder"," CO"
38,"Avery Brewing Company",107,"Avery India Pale Ale",0.063,69,"American IPA",12,"Boulder"," CO"
38,"Avery Brewing Company",106,"Ellie’s Brown Ale",0.055,17,"American Brown Ale",12,"Boulder"," CO"
39,"Twisted X Brewing Company",2588,"Cow Creek",0.054,26,"American Amber / Red Lager",12,"Dripping Springs"," TX"
39,"Twisted X Brewing Company",2458,"Chupahopra",0.075,63,"American IPA",12,"Dripping Springs"," TX"
39,"Twisted X Brewing Company",2212,"Twisted X",0.051,19,"American Adjunct Lager",12,"Dripping Springs"," TX"
40,"Gonzo's BiggDogg Brewing",2587,"Vanilla Porter",0.07,11,"American Porter",16,"Kalamazoo"," MI"
41,"Big Muddy Brewing",2585,"Galaxy IPA",0.075,60,"American IPA",16,"Murphysboro"," IL"
42,"Lost Nation Brewing",2584,"Gose",0.046,8,"Gose",16,"East Fairfield"," VT"
42,"Lost Nation Brewing",2583,"Vermont Pilsner",0.048,20,"German Pilsener",16,"East Fairfield"," VT"
44,"Rivertowne Brewing Company",2579,"Jah Mon",0.05,100,"American IPA",12,"Export"," PA"
45,"Revolution Brewing Company",2576,"Fist City",0.055,40,"American Pale Ale (APA)",12,"Chicago"," IL"
45,"Revolution Brewing Company",609,"Rosa Hibiscus Ale",0.058,15,"Herbed / Spiced Beer",12,"Chicago"," IL"
45,"Revolution Brewing Company",418,"Fistmas Ale",0.061,31,"Herbed / Spiced Beer",12,"Chicago"," IL"
45,"Revolution Brewing Company",417,"Oktoberfest Revolution",0.057,25,"Märzen / Oktoberfest",12,"Chicago"," IL"
45,"Revolution Brewing Company",416,"Eugene Porter",0.068,28,"American Porter",12,"Chicago"," IL"
45,"Revolution Brewing Company",415,"Anti-Hero IPA",0.065,70,"American IPA",12,"Chicago"," IL"
45,"Revolution Brewing Company",414,"Bottom Up Belgian Wit",0.05,14,"Witbier",12,"Chicago"," IL"
46,"Tallgrass Brewing Company",2575,"Wooden Rooster",0.085,34,"Tripel",16.9,"Manhattan"," KS"
46,"Tallgrass Brewing Company",2555,"Ginger Peach Saison",0.048,20,"Saison / Farmhouse Ale",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",1736,"Zombie Monkie",0.062,35,"American Porter",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",1196,"Wild Plum Farmhouse Ale",0.056,20,"Saison / Farmhouse Ale",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",1063,"Vanilla Bean Buffalo Sweat",0.05,20,"Oatmeal Stout",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",1017,"Ethos IPA",0.068,110,"American IPA",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",1009,"Tallgrass Pub Ale",0.044,12,"American Brown Ale",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",912,"Oasis",0.072,93,"Extra Special / Strong Bitter (ESB)",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",765,"Buffalo Sweat",0.05,20,"Milk / Sweet Stout",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",676,"Halcyon Unfiltered Wheat",0.05,20,"American Pale Wheat Ale",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",412,"Halcyon Unfiltered Wheat",0.05,20,"American Pale Wheat Ale",12,"Manhattan"," KS"
46,"Tallgrass Brewing Company",105,"Köld Lager (2010)",0.05,16,"German Pilsener",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",104,"Oasis (2010)",0.072,93,"American Double / Imperial IPA",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",103,"Tallgrass Ale",0.044,22,"American Brown Ale",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",102,"Buffalo Sweat (2010)",0.05,20,"Milk / Sweet Stout",16,"Manhattan"," KS"
46,"Tallgrass Brewing Company",101,"Tallgrass IPA",0.063,60,"American IPA",16,"Manhattan"," KS"
47,"Sixpoint Craft Ales",2574,"4Beans",0.1,52,"Baltic Porter",12,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",2479,"Jammer",0.042,16,"Gose",12,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",2266,"Rad",0.032,7,"Fruit / Vegetable Beer",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",2090,"Bengali",0.065,62,"American IPA",24,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",1962,"Sensi Harvest",0.047,50,"American Pale Ale (APA)",12,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",1696,"Hi-Res",0.099,111,"American Double / Imperial IPA",12,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",1608,"Global Warmer",0.07,70,"American Strong Ale",12,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",1591,"Autumnation (2013)",0.067,74,"American IPA",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",1388,"The Crisp",0.054,42,"German Pilsener",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",1387,"Sweet Action",0.052,34,"Cream Ale",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",1386,"Righteous Ale",0.063,57,"Rye Beer",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",1385,"Bengali Tiger",0.064,62,"American IPA",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",1020,"3Beans",0.099,85,"Baltic Porter",12,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",778,"Brownstone",0.059,47,"American Brown Ale",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",630,"Apollo",0.052,11,"American Pale Wheat Ale",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",629,"Harbinger",0.049,35,"Saison / Farmhouse Ale",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",628,"Resin",0.091,103,"American Double / Imperial IPA",12,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",525,"Diesel",0.063,69,"American Stout",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",512,"Autumnation (2011-12) (2011)",0.06,48,"Pumpkin Ale",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",425,"The Crisp (2011)",0.054,42,"German Pilsener",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",424,"Sweet Action (2011)",0.052,34,"Cream Ale",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",423,"Righteous Ale (2011)",0.063,57,"Rye Beer",16,"Brooklyn"," NY"
47,"Sixpoint Craft Ales",422,"Bengali Tiger (2011)",0.064,62,"American IPA",16,"Brooklyn"," NY"
49,"Firestone Walker Brewing Company",2569,"Easy Jack",0.045,47,"American IPA",12,"Paso Robles"," CA"
49,"Firestone Walker Brewing Company",2463,"Union Jack",0.075,75,"American IPA",12,"Paso Robles"," CA"
49,"Firestone Walker Brewing Company",1733,"805",0.047,20,"American Blonde Ale",12,"Paso Robles"," CA"
50,"SweetWater Brewing Company",2568,"Take Two Pils",0.055,35,"German Pilsener",12,"Atlanta"," GA"
51,"Flying Mouse Brewery",2566,"Flying Mouse 4",0.07,70,"American IPA",12,"Troutville"," VA"
52,"Upslope Brewing Company",2563,"Lee Hill Series Vol. 2 - Wild Saison",0.068,24,"American Wild Ale",19.2,"Boulder"," CO"
52,"Upslope Brewing Company",2562,"Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout",0.099,51,"American Double / Imperial Stout",19.2,"Boulder"," CO"
52,"Upslope Brewing Company",1932,"Thai Style White IPA",0.065,33,"American White IPA",12,"Boulder"," CO"
52,"Upslope Brewing Company",1853,"Ferus Fluxus Wild Belgian Pale Ale",0.075,30,"American Wild Ale",19.2,"Boulder"," CO"
52,"Upslope Brewing Company",1315,"Upslope Imperial India Pale Ale",0.099,90,"American Double / Imperial IPA",19.2,"Boulder"," CO"
52,"Upslope Brewing Company",683,"Upslope Belgian Style Pale Ale",0.075,30,"Belgian Pale Ale",12,"Boulder"," CO"
52,"Upslope Brewing Company",466,"Top Rope Mexican-style Craft Lager",0.048,15,"Vienna Lager",12,"Boulder"," CO"
52,"Upslope Brewing Company",444,"Upslope Craft Lager",0.048,22,"Vienna Lager",12,"Boulder"," CO"
54,"Bent Brewstillery",2558,"Moar",0.044,44,"English India Pale Ale (IPA)",12,"Roseville"," MN"
54,"Bent Brewstillery",2556,"Nordic Blonde",0.057,27,"American Blonde Ale",12,"Roseville"," MN"
56,"Pollyanna Brewing Company",2553,"Mazzie",0.054,45,"American Pale Ale (APA)",12,"Lemont"," IL"
58,"Destihl Brewery",2550,"Weissenheimer",0.052,16,"Hefeweizen",12,"Bloomington"," IL"
58,"Destihl Brewery",2505,"Abbey's Single (2015- )",0.049,22,"Abbey Single Ale",12,"Bloomington"," IL"
58,"Destihl Brewery",2025,"Vertex IPA",0.063,76,"American IPA",12,"Bloomington"," IL"
58,"Destihl Brewery",2021,"Here Gose Nothin'",0.05,12,"Gose",12,"Bloomington"," IL"
58,"Destihl Brewery",1888,"Hoperation Overload",0.096,85,"American Double / Imperial IPA",12,"Bloomington"," IL"
58,"Destihl Brewery",1887,"Abbey's Single Ale (Current)",0.049,22,"Abbey Single Ale",12,"Bloomington"," IL"
59,"Summit Brewing Company",2549,"Make It So",0.053,40,"Extra Special / Strong Bitter (ESB)",12,"St. Paul"," MN"
59,"Summit Brewing Company",2473,"Hopvale Organic Ale",0.047,55,"American Pale Ale (APA)",16,"St. Paul"," MN"
59,"Summit Brewing Company",2415,"Unchained #18 Hop Silo",0.083,100,"American Double / Imperial IPA",16,"St. Paul"," MN"
61,"4 Hands Brewing Company",2545,"Passion Fruit Prussia",0.035,11,"Berliner Weissbier",12,"Saint Louis"," MO"
61,"4 Hands Brewing Company",2544,"Send Help",0.045,18,"American Blonde Ale",12,"Saint Louis"," MO"
61,"4 Hands Brewing Company",1870,"Contact High",0.05,28,"American Pale Wheat Ale",12,"Saint Louis"," MO"
62,"Surly Brewing Company",1739,"BLAKKR",0.099,85,"American Black Ale",16,"Brooklyn Center"," MN"
62,"Surly Brewing Company",1112,"Overrated! West Coast Style IPA",0.073,69,"American IPA",16,"Brooklyn Center"," MN"
62,"Surly Brewing Company",329,"WET",0.075,90,"American IPA",16,"Brooklyn Center"," MN"
62,"Surly Brewing Company",19,"Bitter Brewer",0.04,37,"English Bitter",16,"Brooklyn Center"," MN"
62,"Surly Brewing Company",18,"SurlyFest",0.055,34,"Rye Beer",16,"Brooklyn Center"," MN"
62,"Surly Brewing Company",17,"Coffee Bender",0.051,45,"American Brown Ale",16,"Brooklyn Center"," MN"
62,"Surly Brewing Company",16,"Bender",0.051,45,"American Brown Ale",16,"Brooklyn Center"," MN"
