"Brewery_id","Brew_name","Beer_ID","Beer_name","ABV","IBU","Style","Ounces","City","State"
11,"Brewery Vivant",2241,"Viking Ice Hole",0.063,NA,"Oatmeal Stout",16,"Grand Rapids"," MI"
11,"Brewery Vivant",2240,"Rye Porter",0.056,NA,"American Porter",16,"Grand Rapids"," MI"
11,"Brewery Vivant",2137,"Wizard Burial Ground",0.099,NA,"Quadrupel (Quad)",16,"Grand Rapids"," MI"
11,"Brewery Vivant",2101,"Smoky Wheat",0.051,NA,"Rauchbier",16,"Grand Rapids"," MI"
11,"Brewery Vivant",2092,"BRIPA",0.062,NA,"Belgian IPA",16,"Grand Rapids"," MI"
11,"Brewery Vivant",2091,"Mela",0.062,NA,"Belgian Dark Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",2086,"W.I.P.A Snappa",0.053,NA,"Belgian IPA",16,"Grand Rapids"," MI"
11,"Brewery Vivant",2023,"Pepper in the Rye",0.063,NA,"Rye Beer",16,"Grand Rapids"," MI"
11,"Brewery Vivant",2006,"Moe Lasses'",0.064,NA,"American Stout",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1997,"Pumpkin Tart",0.07,NA,"Fruit / Vegetable Beer",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1977,"Undertaker",0.067,NA,"Belgian Dark Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1976,"Undertaker (2014)",0.067,NA,"Belgian Dark Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1974,"Coq D'Or",0.05,NA,"Belgian Pale Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1973,"North French",0.06,NA,"Bière de Garde",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1959,"Agent a Deux",0.065,NA,"Belgian Dark Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1958,"Belgian Wit",0.045,NA,"Witbier",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1949,"Pothole Stout",0.063,NA,"American Stout",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1947,"Tree Bucket",0.093,NA,"Belgian IPA",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1785,"Le Flaneur Ale",0.073,NA,"American Wild Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1651,"Maize & Blueberry",0.056,NA,"Fruit / Vegetable Beer",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1443,"Trebuchet Double IPA",0.093,NA,"American Double / Imperial IPA",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1352,"Contemplation",0.065,NA,"Bière de Garde",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1267,"Black Rabbit",0.05,NA,"American Black Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1266,"Zaison",0.09,NA,"Saison / Farmhouse Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1178,"Vivant Tripel",0.082,NA,"Tripel",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1136,"Tart Side of the Moon",0.098,NA,"Belgian Dark Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1044,"Big Red Coq",0.06,NA,"American Amber / Red Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1033,"Hubris Quadrupel Anniversary Ale",0.099,NA,"Quadrupel (Quad)",16,"Grand Rapids"," MI"
11,"Brewery Vivant",1031,"Plow Horse Belgian Style Imperial Stout",0.095,NA,"American Double / Imperial Stout",16,"Grand Rapids"," MI"
11,"Brewery Vivant",909,"Escoffier Bretta Ale",0.092,NA,"American Wild Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",873,"Contemplation (2012)",0.065,NA,"Bière de Garde",16,"Grand Rapids"," MI"
11,"Brewery Vivant",860,"Vivant Belgian Style Imperial Stout (2012)",0.099,NA,"Russian Imperial Stout",16,"Grand Rapids"," MI"
11,"Brewery Vivant",677,"Big Red Coq (2012)",0.062,NA,"American Amber / Red Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",671,"Zaison (2012)",0.09,NA,"Saison / Farmhouse Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",670,"Vivant Tripel (2012)",0.092,NA,"Tripel",16,"Grand Rapids"," MI"
11,"Brewery Vivant",669,"Trebuchet Double IPA (2012)",0.097,NA,"Belgian IPA",16,"Grand Rapids"," MI"
11,"Brewery Vivant",627,"Kludde",0.085,NA,"Belgian Strong Dark Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",387,"Farm Hand",0.055,NA,"Saison / Farmhouse Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",385,"Solitude",0.06,NA,"Belgian Pale Ale",16,"Grand Rapids"," MI"
11,"Brewery Vivant",384,"Triomphe",0.065,NA,"Belgian IPA",16,"Grand Rapids"," MI"
12,"Petoskey Brewing",2635,"Sparkle",0.041,12,"American Pale Lager",16,"Petoskey"," MI"
12,"Petoskey Brewing",1404,"North 45 Amber Ale",0.059,25,"American Amber / Red Ale",16,"Petoskey"," MI"
12,"Petoskey Brewing",1403,"Horny Monk",0.069,20,"Dubbel",16,"Petoskey"," MI"
12,"Petoskey Brewing",1402,"Mind's Eye PA",0.067,74,"American IPA",16,"Petoskey"," MI"
13,"Blackrocks Brewery",2634,"Nordskye ",0.048,47,"American IPA",12,"Marquette"," MI"
13,"Blackrocks Brewery",2153,"North Third Stout",0.06,30,"Foreign / Export Stout",12,"Marquette"," MI"
13,"Blackrocks Brewery",1953,"Honey Lav",0.052,NA,"American Pale Wheat Ale",12,"Marquette"," MI"
13,"Blackrocks Brewery",1496,"Coconut Brown Ale",0.068,NA,"American Brown Ale",12,"Marquette"," MI"
13,"Blackrocks Brewery",1481,"51K IPA",0.07,51,"American IPA",12,"Marquette"," MI"
13,"Blackrocks Brewery",1480,"Grand Rabbits",0.055,NA,"Cream Ale",12,"Marquette"," MI"
14,"Perrin Brewing Company",2633,"Hotbox Brown",0.055,10,"American Brown Ale",12,"Comstock Park"," MI"
14,"Perrin Brewing Company",2632,"Gold",0.048,15,"American Blonde Ale",12,"Comstock Park"," MI"
14,"Perrin Brewing Company",2631,"Black",0.058,NA,"American Black Ale",12,"Comstock Park"," MI"
14,"Perrin Brewing Company",2630,"98 Problems (Cuz A Hop Ain't One)",0.065,65,"American IPA",12,"Comstock Park"," MI"
14,"Perrin Brewing Company",2629,"Veteran’s Pale Ale (VPA)",0.05,40,"American Pale Ale (APA)",12,"Comstock Park"," MI"
14,"Perrin Brewing Company",2628,"Grapefruit IPA",0.05,35,"American IPA",12,"Comstock Park"," MI"
15,"Witch's Hat Brewing Company",2627,"Train Hopper",0.058,72,"American IPA",12,"South Lyon"," MI"
15,"Witch's Hat Brewing Company",2626,"Edward’s Portly Brown",0.045,NA,"American Brown Ale",12,"South Lyon"," MI"
16,"Founders Brewing Company",2625,"Dirty Bastard",0.085,50,"Scotch Ale / Wee Heavy",12,"Grand Rapids"," MI"
16,"Founders Brewing Company",1565,"Centennial IPA",0.072,65,"American IPA",12,"Grand Rapids"," MI"
16,"Founders Brewing Company",1223,"All Day IPA",0.047,42,"American IPA",12,"Grand Rapids"," MI"
17,"Flat 12 Bierwerks",2624,"Deflator",0.065,NA,"Doppelbock",16,"Indianapolis"," IN"
17,"Flat 12 Bierwerks",2284,"Hinchtown Hammer Down",0.05,27,"American Blonde Ale",16,"Indianapolis"," IN"
17,"Flat 12 Bierwerks",1610,"Half Cycle IPA",0.06,104,"American IPA",16,"Indianapolis"," IN"
18,"Tin Man Brewing Company",2623,"Cafe Leche",0.058,20,"American Porter",16,"Evansville"," IN"
18,"Tin Man Brewing Company",2622,"Damascene Apricot Sour",0.052,12,"Fruit / Vegetable Beer",16,"Evansville"," IN"
18,"Tin Man Brewing Company",2621,"Csar",0.12,90,"Russian Imperial Stout",16,"Evansville"," IN"
18,"Tin Man Brewing Company",1817,"Klingon Warnog Roggen Dunkel",0.055,NA,"Roggenbier",16,"Evansville"," IN"
18,"Tin Man Brewing Company",1449,"Overlord Imperial IPA",0.085,115,"American Double / Imperial IPA",16,"Evansville"," IN"
18,"Tin Man Brewing Company",951,"Alloy",0.058,36,"American IPA",16,"Evansville"," IN"
18,"Tin Man Brewing Company",950,"Rivet Irish Red Ale",0.051,22,"Irish Red Ale",16,"Evansville"," IN"
18,"Tin Man Brewing Company",949,"3 Gear Robust Porter",0.052,50,"American Porter",16,"Evansville"," IN"
18,"Tin Man Brewing Company",948,"Circuit Bohemian Pilsner",0.045,35,"Czech Pilsener",16,"Evansville"," IN"
19,"Black Acre Brewing Co.",2620,"Saucy Intruder",0.072,75,"Rye Beer",16,"Indianapolis"," IN"
20,"Brew Link Brewing",2619,"Insert Hop Reference",0.058,NA,"American Pale Ale (APA)",16,"Plainfield"," IN"
21,"Bare Hands Brewery",2618,"Thai.p.a",0.07,46,"American IPA",16,"Granger"," IN"
22,"Three Pints Brewing",2617,"Citra Faced",0.055,64,"American Pale Wheat Ale",16,"Martinsville"," IN"
22,"Three Pints Brewing",2616,"Pole Barn Stout",0.055,31,"Oatmeal Stout",16,"Martinsville"," IN"
22,"Three Pints Brewing",2615,"Pale",0.054,37,"American Pale Ale (APA)",16,"Martinsville"," IN"
22,"Three Pints Brewing",2614,"Yoshi's Nectar",0.053,27,"California Common / Steam Beer",16,"Martinsville"," IN"
23,"Four Fathers Brewing ",2613,"Feel Like Maplin' Love",0.055,NA,"Oatmeal Stout",16,"Valparaiso"," IN"
23,"Four Fathers Brewing ",2612,"Father's Beer",0.05,NA,"Belgian Pale Ale",16,"Valparaiso"," IN"
23,"Four Fathers Brewing ",2611,"The 26th",0.06,NA,"American IPA",16,"Valparaiso"," IN"
23,"Four Fathers Brewing ",2610,"The Gadget",0.064,90,"American IPA",16,"Valparaiso"," IN"
24,"Indiana City Brewing",2609,"Tribute",0.058,58,"American Pale Ale (APA)",12,"Indianapolis"," IN"
25,"Burn 'Em Brewing",2608,"Wrath of Pele",0.065,NA,"American Brown Ale",16,"Michigan City"," IN"
25,"Burn 'Em Brewing",2607,"Black Beer'd",0.068,NA,"American Black Ale",16,"Michigan City"," IN"
25,"Burn 'Em Brewing",2606,"Mr. Tea",0.078,NA,"Fruit / Vegetable Beer",24,"Michigan City"," IN"
25,"Burn 'Em Brewing",2478,"Pale Alement",0.055,40,"American Pale Ale (APA)",12,"Michigan City"," IN"
25,"Burn 'Em Brewing",2471,"Hopkick Dropkick",0.099,115,"American Double / Imperial IPA",12,"Michigan City"," IN"
25,"Burn 'Em Brewing",2470,"Kreamed Corn",0.06,NA,"Cream Ale",12,"Michigan City"," IN"
25,"Burn 'Em Brewing",2464,"Coconoats",0.065,NA,"American Pale Wheat Ale",16,"Michigan City"," IN"
25,"Burn 'Em Brewing",2160,"Joey Wheat",0.068,16,"American Pale Wheat Ale",16,"Michigan City"," IN"
25,"Burn 'Em Brewing",2158,"3:33 Black IPA",0.072,86,"American IPA",16,"Michigan City"," IN"
25,"Burn 'Em Brewing",2072,"MCA",0.068,NA,"American IPA",16,"Michigan City"," IN"
25,"Burn 'Em Brewing",2054,"Pale Alement",0.055,40,"American Pale Ale (APA)",16,"Michigan City"," IN"
26,"Sun King Brewing Company",2605,"Tip Off",0.052,29,"Altbier",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2215,"Java Mac",0.054,NA,"Scottish Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2164,"Cowbell",0.054,23,"American Porter",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2085,"Hop Up Offa That Brett (2014)",0.058,20,"Belgian Pale Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2084,"PV Muckle (2013)",0.083,23,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2083,"Bourbon Barrel Batch 666: Sympathy for the Devil",0.099,36,"Belgian Dark Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2082,"Whip Fight",0.09,30,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2081,"Port Barrel Wee Mac ",0.053,23,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2001,"Fistful Of Hops Red",0.064,75,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",2000,"Fistful of Hops Orange",0.063,75,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1999,"Fistful Of Hops Blue",0.064,75,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1996,"Fistful of Hops Green",0.064,75,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1948,"30 Min Coma",NA,NA,"Belgian IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1656,"Wee Muckle",0.09,30,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1599,"Royal Brat",0.065,55,"Extra Special / Strong Bitter (ESB)",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1420,"Grapefruit Jungle (GFJ)",0.075,77,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1389,"Osiris Pale Ale",0.056,50,"American Pale Ale (APA)",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1367,"Bourbon Barrel Aged Timmie",0.099,75,"Russian Imperial Stout",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1366,"Stupid Sexy Flanders",0.063,23,"Flanders Oud Bruin",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1347,"Bourbon Barrel Cowbell",NA,NA,"American Porter",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1314,"Popcorn Pilsner",0.054,NA,"German Pilsener",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1128,"Ring of Dingle",0.071,27,"Irish Dry Stout",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1127,"Bourbon Barrel Wee Mac",0.054,23,"Scottish Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",1049,"Bourbon Barrel Johan",0.099,60,"English Barleywine",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",934,"The Deuce",0.07,NA,"American Brown Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",923,"The Velvet Fog",0.09,24,"Quadrupel (Quad)",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",874,"Sun King Oktoberfest",0.055,23,"Märzen / Oktoberfest",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",739,"Indianapolis Indians Lager",0.052,24,"Dortmunder / Export Lager",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",698,"Indians Victory Lager (2012)",0.052,24,"Dortmunder / Export Lager",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",660,"Chaka",0.08,NA,"Belgian Strong Pale Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",651,"Isis",0.091,91,"American Double / Imperial IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",584,"Wee Muckle (2011)",0.09,30,"Scotch Ale / Wee Heavy",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",532,"Grapefruit Jungle (GFJ) (2011)",0.075,77,"American IPA",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",526,"Sun King Oktoberfest (2011)",0.055,23,"Märzen / Oktoberfest",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",394,"Johan the Barleywine",0.099,60,"English Barleywine",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",213,"Wee Mac Scottish-Style Ale",0.054,23,"Scottish Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",55,"Sunlight Cream Ale",0.053,20,"Cream Ale",16,"Indianapolis"," IN"
26,"Sun King Brewing Company",54,"Osiris Pale Ale (2010)",0.056,50,"American Pale Ale (APA)",16,"Indianapolis"," IN"
27,"Evil Czech Brewery",2604,"Blonde Czich",0.049,23,"American Blonde Ale",16,"Mishawaka"," IN"
27,"Evil Czech Brewery",2432,"White Reaper",0.07,61,"Belgian IPA",16,"Mishawaka"," IN"
27,"Evil Czech Brewery",2431,"Bobblehead",0.051,NA,"American Pale Wheat Ale",16,"Mishawaka"," IN"
27,"Evil Czech Brewery",2430,"Lucky Dog",0.052,NA,"American Pale Ale (APA)",16,"Mishawaka"," IN"
27,"Evil Czech Brewery",2429,"Voodoo",0.048,NA,"American Porter",16,"Mishawaka"," IN"
27,"Evil Czech Brewery",1967,"General George Patton Pilsner",0.054,48,"Czech Pilsener",16,"Mishawaka"," IN"
28,"450 North Brewing Company",2603,"Galaxyfest",0.065,NA,"American IPA",16,"Columbus"," IN"
28,"450 North Brewing Company",2602,"Citrafest",0.05,45,"American IPA",16,"Columbus"," IN"
28,"450 North Brewing Company",2220,"Barn Yeti",0.09,NA,"Belgian Strong Dark Ale",16,"Columbus"," IN"
28,"450 North Brewing Company",2219,"Scarecrow",0.069,65,"American IPA",16,"Columbus"," IN"
28,"450 North Brewing Company",2218,"Ironman",0.09,50,"English Strong Ale",16,"Columbus"," IN"
28,"450 North Brewing Company",2217,"Honey Kolsch",0.046,15,"Kölsch",16,"Columbus"," IN"
28,"450 North Brewing Company",2216,"Copperhead Amber",0.052,18,"Belgian Dark Ale",16,"Columbus"," IN"
29,"Taxman Brewing Company",2601,"Deduction",0.08,22,"Dubbel",12,"Bargersville"," IN"
30,"Cedar Creek Brewery",2600,"Gone A-Rye",0.085,90,"American Double / Imperial IPA",16,"Seven Points"," TX"
30,"Cedar Creek Brewery",2210,"Special Release",NA,NA,"",16,"Seven Points"," TX"
30,"Cedar Creek Brewery",2052,"Dankosaurus",0.068,70,"American IPA",16,"Seven Points"," TX"
30,"Cedar Creek Brewery",1584,"Scruffy's Smoked Alt",0.051,35,"Smoked Beer",16,"Seven Points"," TX"
30,"Cedar Creek Brewery",1182,"Elliott's Phoned Home Pale Ale",0.051,36,"American Pale Ale (APA)",16,"Seven Points"," TX"
30,"Cedar Creek Brewery",1050,"The Lawn Ranger",0.05,18,"Cream Ale",16,"Seven Points"," TX"
31,"SanTan Brewing Company",2599,"Sex Panther",0.069,20,"American Porter",12,"Chandler"," AZ"
31,"SanTan Brewing Company",2073,"Winter Warmer (Vault Series)",0.095,25,"Winter Warmer",16,"Chandler"," AZ"
31,"SanTan Brewing Company",2063,"Count Hopula (Vault Series)",0.091,99,"American Double / Imperial IPA",16,"Chandler"," AZ"
31,"SanTan Brewing Company",1995,"Oktoberfest",0.055,NA,"Märzen / Oktoberfest",12,"Chandler"," AZ"
31,"SanTan Brewing Company",1934,"SunSpot Golden Ale",0.05,15,"American Blonde Ale",12,"Chandler"," AZ"
31,"SanTan Brewing Company",1329,"I.W.A. (2011)",0.06,NA,"American Pale Wheat Ale",12,"Chandler"," AZ"
31,"SanTan Brewing Company",1299,"Supermonk I.P.A.",0.065,NA,"Belgian IPA",12,"Chandler"," AZ"
31,"SanTan Brewing Company",1073,"Epicenter Amber Ale",0.055,20,"American Amber / Red Ale",12,"Chandler"," AZ"
31,"SanTan Brewing Company",1072,"SanTan HefeWeizen",0.05,15,"Hefeweizen",12,"Chandler"," AZ"
